track_id,album_id,album_title,album_url,artist_id,artist_name,artist_url,artist_website,license_image_file,license_image_file_large,license_parent_id,license_title,license_url,tags,track_bit_rate,track_comments,track_composer,track_copyright_c,track_copyright_p,track_date_created,track_date_recorded,track_disc_number,track_duration,track_explicit,track_explicit_notes,track_favorites,track_file,track_genres,track_image_file,track_information,track_instrumental,track_interest,track_language_code,track_listens,track_lyricist,track_number,track_publisher,track_title,track_url
53,125,Original Soundtrack: Work for 20 DVD Players,http://freemusicarchive.org/music/Brian_Joseph_Davis/Original_Soundtrack_Work_for_20_DVD_Players/,91,Brian Joseph Davis,http://freemusicarchive.org/music/Brian_Joseph_Davis/,brianjosephdavis.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,0,,,,11/26/2008 01:59:16 AM,10/01/2008,1,24:19:00,,,4,music/Blocks_Recording_Club/Brian_Joseph_Davis/Original_Soundtrack_Work_for_20_DVD_Players/Brian_Joseph_Davis_-_03_-_Track3.mp3,"[{'genre_id': '1', 'genre_title': 'Avant-Garde', 'genre_url': 'http://freemusicarchive.org/genre/Avant-Garde/'}, {'genre_id': '18', 'genre_title': 'Soundtrack', 'genre_url': 'http://freemusicarchive.org/genre/Soundtrack/'}]",https://freemusicarchive.org/file/images/albums/Brian_Joseph_Davis_-_Original_Soundtrack_Work_for_20_DVD_Players_-_2009113012031225.jpg,,0,4306,en,2522,,3,,Track3,http://freemusicarchive.org/music/Brian_Joseph_Davis/Original_Soundtrack_Work_for_20_DVD_Players/Track3
54,99,Open Relationship,http://freemusicarchive.org/music/Bird_Names/Open_Relationship/,80,Bird Names,http://freemusicarchive.org/music/Bird_Names/,http://northern-spy.com/artists/bird-names/,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-Noncommercial-Share Alike 3.0 United States,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,[],256000,0,,,,11/26/2008 01:50:32 AM,10/20/2007,1,2:28,Radio-Safe,,4,music/WFMU/Bird_Names/Open_Relationship/Bird_Names_-_10_-_New_Life.mp3,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '76', 'genre_title': 'Experimental Pop', 'genre_url': 'http://freemusicarchive.org/genre/Experimental_Pop/'}]",https://freemusicarchive.org/file/images/albums/Bird_Names_-_Open_Relationship_-_2009113011940883.jpg,,0,1647,en,1045,David Lineal,10,,New Life,http://freemusicarchive.org/music/Bird_Names/Open_Relationship/New_Life
55,102,Black Elk,http://freemusicarchive.org/music/Black_Elk/Black_Elk/,81,Black Elk,http://freemusicarchive.org/music/Black_Elk/,http://www.blackelk.net/,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,0,,,,11/26/2008 01:50:40 AM,11/07/2006,1,3:22,,,3,music/WFMU/Black_Elk/Black_Elk/Black_Elk_-_01_-_Toggle.mp3,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}]",https://freemusicarchive.org/file/images/albums/Black_Elk_-_Black_Elk_-_2009113011943594.jpg,,0,2864,en,2311,,1,,Toggle,http://freemusicarchive.org/music/Black_Elk/Black_Elk/Toggle
56,109,Stripey Collection,http://freemusicarchive.org/music/Blah_Blah_Blah/Stripey_Collection/,84,Blah Blah Blah,http://freemusicarchive.org/music/Blah_Blah_Blah/,http://sirhcswerdna.wix.com/chris-andrews#!blah-blah-blah/cbff,http://i.creativecommons.org/l/by-nc-nd/2.0/uk/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,http://creativecommons.org/licenses/by-nc-nd/2.0/uk/,[],256000,0,,,,11/26/2008 01:53:08 AM,11/26/1982,1,3:18,,,0,music/WFMU/Blah_Blah_Blah/Stripey_Collection/Blah_Blah_Blah_-_09_-_Very_Nice.mp3,"[{'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",https://freemusicarchive.org/file/images/albums/Blah_Blah_Blah_-_Stripey_Collection_-_2009113011951561.jpg,,0,322,en,241,,9,,Very Nice,http://freemusicarchive.org/music/Blah_Blah_Blah/Stripey_Collection/Very_Nice
57,109,Stripey Collection,http://freemusicarchive.org/music/Blah_Blah_Blah/Stripey_Collection/,84,Blah Blah Blah,http://freemusicarchive.org/music/Blah_Blah_Blah/,http://sirhcswerdna.wix.com/chris-andrews#!blah-blah-blah/cbff,http://i.creativecommons.org/l/by-nc-nd/2.0/uk/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,http://creativecommons.org/licenses/by-nc-nd/2.0/uk/,[],256000,0,,,,11/26/2008 01:53:33 AM,11/26/1982,1,4:19,,,0,music/WFMU/Blah_Blah_Blah/Stripey_Collection/Blah_Blah_Blah_-_15_-_Hands_Beckoning.mp3,"[{'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",https://freemusicarchive.org/file/images/albums/Blah_Blah_Blah_-_Stripey_Collection_-_2009113011951561.jpg,,0,234,en,164,,15,,Hands Beckoning,http://freemusicarchive.org/music/Blah_Blah_Blah/Stripey_Collection/Hands_Beckoning
58,112,30th Anniversary Blah Blah Blah,http://freemusicarchive.org/music/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/,84,Blah Blah Blah,http://freemusicarchive.org/music/Blah_Blah_Blah/,http://sirhcswerdna.wix.com/chris-andrews#!blah-blah-blah/cbff,http://i.creativecommons.org/l/by-nc-nd/2.0/uk/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,http://creativecommons.org/licenses/by-nc-nd/2.0/uk/,[],256000,0,,,,11/26/2008 01:54:46 AM,11/26/2008,2,2:19,,,1,music/WFMU/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/Blah_Blah_Blah_-_Mr_Mystery.mp3,"[{'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",https://freemusicarchive.org/file/images/albums/Blah_Blah_Blah_-_30th_Anniversary_Blah_Blah_Blah_-_2009113011950686.jpg,,0,215,en,165,,0,,Mr Mystery,http://freemusicarchive.org/music/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/Mr_Mystery
59,112,30th Anniversary Blah Blah Blah,http://freemusicarchive.org/music/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/,84,Blah Blah Blah,http://freemusicarchive.org/music/Blah_Blah_Blah/,http://sirhcswerdna.wix.com/chris-andrews#!blah-blah-blah/cbff,http://i.creativecommons.org/l/by-nc-nd/2.0/uk/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,http://creativecommons.org/licenses/by-nc-nd/2.0/uk/,[],256000,0,,,,11/26/2008 01:54:37 AM,1/01/1981,1,2:29,,,1,music/WFMU/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/Blah_Blah_Blah_-_In_my_Grandfathers_Clock.mp3,"[{'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",https://freemusicarchive.org/file/images/albums/Blah_Blah_Blah_-_30th_Anniversary_Blah_Blah_Blah_-_2009113011950686.jpg,,0,212,en,139,,0,Cherry Red Music (UK),In my Grandfather's Clock,http://freemusicarchive.org/music/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/In_my_Grandfathers_Clock
60,109,Stripey Collection,http://freemusicarchive.org/music/Blah_Blah_Blah/Stripey_Collection/,84,Blah Blah Blah,http://freemusicarchive.org/music/Blah_Blah_Blah/,http://sirhcswerdna.wix.com/chris-andrews#!blah-blah-blah/cbff,http://i.creativecommons.org/l/by-nc-nd/2.0/uk/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,http://creativecommons.org/licenses/by-nc-nd/2.0/uk/,[],256000,0,,,,11/26/2008 01:52:53 AM,11/26/1982,1,3:25,,,0,music/WFMU/Blah_Blah_Blah/Stripey_Collection/Blah_Blah_Blah_-_05_-_Tropical_Holiday_Time.mp3,"[{'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",https://freemusicarchive.org/file/images/albums/Blah_Blah_Blah_-_Stripey_Collection_-_2009113011951561.jpg,,0,1597,en,1484,,5,,Tropical Holiday Time,http://freemusicarchive.org/music/Blah_Blah_Blah/Stripey_Collection/Tropical_Holiday_Time
61,85,What I Know,http://freemusicarchive.org/music/Ed_Askew/What_I_Know/,127,Ed Askew,http://freemusicarchive.org/music/Ed_Askew/,http://www.facebook.com/ecaskew?v=feed ,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,0,,,,11/26/2008 01:46:57 AM,11/26/2008,1,3:44,,,0,music/WFMU/Ed_Askew/What_I_Know/Ed_Askew_-_02_-_Song_About_Michael.mp3,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}]",https://freemusicarchive.org/file/images/artists/Ed_Askew_-_2009113014737405.jpg,,0,1224,en,64,,2,,Song About Michael,http://freemusicarchive.org/music/Ed_Askew/What_I_Know/Song_About_Michael
62,72,Boss of Goth,http://freemusicarchive.org/music/Argumentix/Boss_of_Goth/,62,Argumentix,http://freemusicarchive.org/music/Argumentix/,http://www.belowpdx.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],192000,0,James Squeaky,,,11/26/2008 01:46:14 AM,1/01/2006,1,3:19,,,0,music/WFMU/Argumentix/Boss_of_Goth/Argumentix_-_06_-_Senators_Stance.mp3,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}]",https://freemusicarchive.org/file/images/albums/Argumentix_-_Boss_of_Goth_-_2009113011851413.jpg,,0,405,en,116,,6,,Senator's Stance,http://freemusicarchive.org/music/Argumentix/Boss_of_Goth/Senators_Stance
63,84,Blue Piano,http://freemusicarchive.org/music/Ed_Askew/Blue_Piano/,127,Ed Askew,http://freemusicarchive.org/music/Ed_Askew/,http://www.facebook.com/ecaskew?v=feed ,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,0,,,,11/26/2008 01:47:02 AM,,1,4:14,,,0,music/WFMU/Ed_Askew/Blue_Piano/Ed_Askew_-_03_-_Here_With_You.mp3,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}]",https://freemusicarchive.org/file/images/albums/Ed_Askew_-_Blue_Piano_-_2009113012359847.jpg,,0,1679,en,824,,3,,Here With You,http://freemusicarchive.org/music/Ed_Askew/Blue_Piano/Here_With_You
64,59,Live at LACE,http://freemusicarchive.org/music/Airway/Live_at_LACE/,53,Airway,http://freemusicarchive.org/music/Airway/,http://www.lafms.com/,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,['lafms'],256000,0,,,,11/26/2008 01:43:56 AM,4/27/1978,1,20:31,,,2,music/WFMU/Airway/Live_at_LACE/Airway_-_02_-_Side_B.mp3,"[{'genre_id': '1', 'genre_title': 'Avant-Garde', 'genre_url': 'http://freemusicarchive.org/genre/Avant-Garde/'}, {'genre_id': '32', 'genre_title': 'Noise', 'genre_url': 'http://freemusicarchive.org/genre/Noise/'}]",https://freemusicarchive.org/file/images/albums/Airway_-_Live_at_LACE_-_2009113011749812.jpg,"<p>Recorded live in downtown Los Angeles at the Lace Gallery, April 27, 1978.</p>",1,1909,en,489,,2,,Side B,http://freemusicarchive.org/music/Airway/Live_at_LACE/Side_B
65,136,Kohoutek,http://freemusicarchive.org/music/Celesteville/Kohoutek/,98,Celesteville,http://freemusicarchive.org/music/Celesteville/,http://www.tapemountain.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],128000,0,,,,11/26/2008 02:02:03 AM,,1,4:21,,,0,music/WFMU/Celesteville/Kohoutek/Celesteville_-_03_-_White_Shoulders.mp3,"[{'genre_id': '27', 'genre_title': 'Lo-Fi', 'genre_url': 'http://freemusicarchive.org/genre/Lo-fi/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",https://freemusicarchive.org/file/images/albums/Celesteville_-_Kohoutek_-_2009113012108751.jpg,,0,590,en,27,,3,,White Shoulders,http://freemusicarchive.org/music/Celesteville/Kohoutek/White_Shoulders
66,72,Boss of Goth,http://freemusicarchive.org/music/Argumentix/Boss_of_Goth/,62,Argumentix,http://freemusicarchive.org/music/Argumentix/,http://www.belowpdx.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],192000,0,James Squeaky,,,11/26/2008 01:46:12 AM,1/01/2006,1,3:38,,,0,music/WFMU/Argumentix/Boss_of_Goth/Argumentix_-_04_-_Save_Lifes_Golden_Receipt_In_Case_Refund_Needed.mp3,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}]",https://freemusicarchive.org/file/images/albums/Argumentix_-_Boss_of_Goth_-_2009113011851413.jpg,,0,475,en,177,,4,,Save Life's Golden Receipt In Case Refund Needed,http://freemusicarchive.org/music/Argumentix/Boss_of_Goth/Save_Lifes_Golden_Receipt_In_Case_Refund_Needed
67,112,30th Anniversary Blah Blah Blah,http://freemusicarchive.org/music/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/,84,Blah Blah Blah,http://freemusicarchive.org/music/Blah_Blah_Blah/,http://sirhcswerdna.wix.com/chris-andrews#!blah-blah-blah/cbff,http://i.creativecommons.org/l/by-nc-nd/2.0/uk/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,http://creativecommons.org/licenses/by-nc-nd/2.0/uk/,[],256000,0,,,,11/26/2008 01:54:11 AM,1/01/1981,1,1:24,,,0,music/WFMU/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/Blah_Blah_Blah_-_Count_Draculas_castle.mp3,"[{'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",https://freemusicarchive.org/file/images/albums/Blah_Blah_Blah_-_30th_Anniversary_Blah_Blah_Blah_-_2009113011950686.jpg,,0,1498,en,1629,,0,Cherry Red Music (UK),Count Dracula's castle,http://freemusicarchive.org/music/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/Count_Draculas_castle
68,135,Vast and Sad,http://freemusicarchive.org/music/Celesteville/Vast_and_Sad/,98,Celesteville,http://freemusicarchive.org/music/Celesteville/,http://www.tapemountain.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],160000,0,,,,11/26/2008 02:02:13 AM,11/26/2008,1,3:33,,,0,music/WFMU/Celesteville/Vast_and_Sad/Celesteville_-_05_-_Asterism_Kelly_Haus.mp3,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '27', 'genre_title': 'Lo-Fi', 'genre_url': 'http://freemusicarchive.org/genre/Lo-fi/'}]",https://freemusicarchive.org/file/images/albums/Celesteville_-_Vast_and_Sad_-_2009113012111703.jpg,,0,418,en,116,,5,,Asterism (Kelly Haus),http://freemusicarchive.org/music/Celesteville/Vast_and_Sad/Asterism_Kelly_Haus
69,64,Amoebiasis,http://freemusicarchive.org/music/Amoebic_Ensemble/Amoebiasis/,56,Amoebic Ensemble,http://freemusicarchive.org/music/Amoebic_Ensemble/,http://www.myspace.com/amoebicensemble,http://i.creativecommons.org/l/by-nc-nd/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,[],256000,0,,,,11/26/2008 01:44:15 AM,11/26/1998,1,1:22,,,1,music/WFMU/Amoebic_Ensemble/Amoebiasis/Amoebic_Ensemble_-_01_-_Wire_Up.mp3,"[{'genre_id': '4', 'genre_title': 'Jazz', 'genre_url': 'http://freemusicarchive.org/genre/Jazz/'}]",https://freemusicarchive.org/file/images/albums/Amoebic_Ensemble_-_Amoebiasis_-_2009113011815218.jpg,,0,1146,en,1143,,1,,Wire Up,http://freemusicarchive.org/music/Amoebic_Ensemble/Amoebiasis/Wire_Up
70,4,Niris,http://freemusicarchive.org/music/Chris_and_Nicky_Andrews/Niris/,4,Nicky Cook,http://freemusicarchive.org/music/Chris_and_Nicky_Andrews/,,http://i.creativecommons.org/l/by-nc-nd/3.0/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,http://creativecommons.org/licenses/by-nc-nd/3.0/,[],256000,0,,,,11/26/2008 01:49:05 AM,1/01/2008,1,3:01,,,0,music/WFMU/Nicky_Cook__Chris_Andrews/Niris/Nicky_Cook__Chris_Andrews_-_04_-_Where_is_your_Love.mp3,"[{'genre_id': '76', 'genre_title': 'Experimental Pop', 'genre_url': 'http://freemusicarchive.org/genre/Experimental_Pop/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",https://freemusicarchive.org/file/images/albums/Chris_and_Nicky_Andrews_-_Niris_-_2009113012134556.jpg,,0,1060,en,193,,4,,Where is your Love?,http://freemusicarchive.org/music/Chris_and_Nicky_Andrews/Niris/Where_is_your_Love
71,72,Boss of Goth,http://freemusicarchive.org/music/Argumentix/Boss_of_Goth/,62,Argumentix,http://freemusicarchive.org/music/Argumentix/,http://www.belowpdx.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],192000,0,James Squeaky,,,11/26/2008 01:46:02 AM,1/01/2006,1,2:24,,,1,music/WFMU/Argumentix/Boss_of_Goth/Argumentix_-_01_-_Boss_of_Goth.mp3,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}]",https://freemusicarchive.org/file/images/albums/Argumentix_-_Boss_of_Goth_-_2009113011851413.jpg,,0,815,en,270,,1,,Boss of Goth,http://freemusicarchive.org/music/Argumentix/Boss_of_Goth/Boss_of_Goth
72,112,30th Anniversary Blah Blah Blah,http://freemusicarchive.org/music/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/,84,Blah Blah Blah,http://freemusicarchive.org/music/Blah_Blah_Blah/,http://sirhcswerdna.wix.com/chris-andrews#!blah-blah-blah/cbff,http://i.creativecommons.org/l/by-nc-nd/2.0/uk/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,http://creativecommons.org/licenses/by-nc-nd/2.0/uk/,[],256000,0,,,,11/26/2008 01:54:59 AM,,2,2:02,,,0,music/WFMU/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/Blah_Blah_Blah_-_Starsigns.mp3,"[{'genre_id': '89', 'genre_title': 'Post-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Post-Punk/'}]",https://freemusicarchive.org/file/images/albums/Blah_Blah_Blah_-_30th_Anniversary_Blah_Blah_Blah_-_2009113011950686.jpg,,0,131,en,59,,0,,Starsigns,http://freemusicarchive.org/music/Blah_Blah_Blah/30th_Anniversary_Blah_Blah_Blah/Starsigns
73,104,II,http://freemusicarchive.org/music/Black_Pus/II/,83,Black Pus,http://freemusicarchive.org/music/Black_Pus/,http://laserbeast.com/,http://i.creativecommons.org/l/by-nc-nd/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,6,Attribution-Noncommercial-No Derivative Works 3.0 United States,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,[],128000,0,,,,11/26/2008 01:51:19 AM,11/26/2008,1,3:06,,,1,music/WFMU/Black_Pus/II/Black_Pus_-_02_-_The_Devilhellipers.mp3,"[{'genre_id': '32', 'genre_title': 'Noise', 'genre_url': 'http://freemusicarchive.org/genre/Noise/'}]",https://freemusicarchive.org/file/images/albums/Black_Pus_-_II_-_2009113011948308.jpg,,0,220,en,129,,2,,The Devilhellipers,http://freemusicarchive.org/music/Black_Pus/II/The_Devilhellipers
74,71,Thee Haunted Cobblestone Sunset Concert Series #7,http://freemusicarchive.org/music/Area_C/Thee_Haunted_Cobblestone_Sunset_Concert_Series_7/,546,Area C,http://freemusicarchive.org/music/Area_C/,http://www.areacmusic.com,http://i.creativecommons.org/l/by-nc-nd/3.0/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-nd.png,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,http://creativecommons.org/licenses/by-nc-nd/3.0/,[],192000,0,,,,11/26/2008 01:45:25 AM,8/20/2004,1,7:53,,,1,music/WFMU/Area_C/Thee_Haunted_Cobblestone_Sunset_Concert_Series_7/Area_C_-_03_-_Track_03.mp3,"[{'genre_id': '30', 'genre_title': 'Field Recordings', 'genre_url': 'http://freemusicarchive.org/genre/Field_Recordings/'}]",https://freemusicarchive.org/file/images/albums/Area_C_-_Thee_Haunted_Cobblestone_Sunset_Concert_Series_7_-_2009113011851057.jpg,,0,213,en,163,,3,,Track 03,http://freemusicarchive.org/music/Area_C/Thee_Haunted_Cobblestone_Sunset_Concert_Series_7/Track_03_1_1970
75,119,Boogie Witch,http://freemusicarchive.org/music/Boogie_Witch/Boogie_Witch/,89,Boogie Witch,http://freemusicarchive.org/music/Boogie_Witch/,http://deletedesign.com/_wsn/page5.html,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,0,,,,11/26/2008 01:56:56 AM,6/27/2002,1,4:03,,,0,music/WFMU/Boogie_Witch/Boogie_Witch/Boogie_Witch_-_03_-_Boogie_Hole.mp3,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",,"<p>Recorded live at Silk City Lounge June 27, 2002.</p>",0,689,en,280,,3,,Boogie Hole,http://freemusicarchive.org/music/Boogie_Witch/Boogie_Witch/Boogie_Hole
76,74,Victim of Your Life,http://freemusicarchive.org/music/Argumentix/Victim_of_Your_Life/,62,Argumentix,http://freemusicarchive.org/music/Argumentix/,http://www.belowpdx.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],320000,0,,,,11/26/2008 01:46:18 AM,11/26/2008,1,2:40,,,0,music/WFMU/Argumentix/Victim_of_Your_Life/Argumentix_-_06_-_Step_Up_to_Legends.mp3,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}]",https://freemusicarchive.org/file/images/artists/Argumentix_-_2009113014437998.jpg,<p>Unreleased</p>,0,461,en,104,,6,,Step Up to Legends,http://freemusicarchive.org/music/Argumentix/Victim_of_Your_Life/Step_Up_to_Legends
77,126,Over In A Big Way,http://freemusicarchive.org/music/BronhardGoingPublic/Over_In_A_Big_Way/,92,Bronhard/Going/Public,http://freemusicarchive.org/music/BronhardGoingPublic/,http://www.ortolanpublishing.com,http://i.creativecommons.org/l/by-nc-sa/3.0/us/88x31.png,http://fma-files.s3.amazonaws.com/resources/img/licenses/by-nc-sa.png,5,Attribution-NonCommercial-ShareAlike 3.0 International,http://creativecommons.org/licenses/by-nc-sa/3.0/,[],256000,0,Walter Bronhard + Dylan Going + Dave Public,,,11/26/2008 02:00:35 AM,1/01/2007,1,1:44,,,0,music/WFMU/BronhardGoingPublic/Over_In_A_Big_Way/BronhardGoingPublic_-_08_-_BackForth.mp3,"[{'genre_id': '4', 'genre_title': 'Jazz', 'genre_url': 'http://freemusicarchive.org/genre/Jazz/'}, {'genre_id': '15', 'genre_title': 'Electronic', 'genre_url': 'http://freemusicarchive.org/genre/Electronic/'}, {'genre_id': '38', 'genre_title': 'Experimental', 'genre_url': 'http://freemusicarchive.org/genre/Experimental/'}]",https://freemusicarchive.org/file/images/albums/BronhardGoingPublic_-_Over_In_A_Big_Way_-_2009113012036632.jpg,,0,1082,en,222,,8,,Back/Forth,http://freemusicarchive.org/music/BronhardGoingPublic/Over_In_A_Big_Way/BackForth
